match_id,puuid,gamer_name,tag_line,partner_group_id,companion,gold_left,placement,win
NA1_5175288978,ucwDbjDMPo2GKsNXOObccpTh1qo2AsWaZVcgNozU-B96fhZs_5qrxbNv_SVJG3I-dByxUL7qaBuhbg,ledatcoochiebref,bref,1,PetChibiTeemo,0,4,True
NA1_5175288978,J49XuY5Gu8i4l3FNjYSOZPhcVDyDy3MBOUXMls2L0qJfPo1oGt0b1WKH7d3d6N_DYX6hSshDKi8w-g,Agent N,NA1,1,PetChibiAshe,1,3,True
NA1_5175288978,yQvdBP01y0AVurW9dIFFsBuVHHHJl62wm73W88PZWywlzGHUtNPXswMMzdfcJCUPDlOnDtMmyY4a3w,Canyóñ,NA1,2,PetChibiAatrox,2,2,True
NA1_5175288978,NBoznc9lGa5p0qFI-46Ys06DnIW2GOL10RzL7r9CRGx5oKP6uD-2_s4wHUTCg3uXO0qzEbzVKeDtsA,Oolong Nai Cha,NA1,2,PetChibiOrianna,9,1,True
NA1_5175288978,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,3,PetScuttleCrab,28,7,False
NA1_5175288978,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,3,PetChibiMissFortune,0,8,False
NA1_5175288978,M-CPop7_pqcLmGMHJwoAB9OSTxrXDpKp8ZAhEYFnHXPu8uNo3B7ZPHzmKAdqrbP2SwMq_j7w53gcaA,Sochacks,NA1,4,PetMiniGolem,1,5,False
NA1_5175288978,K6TbU9bjV54NuJbpX87m5w8FtCbqsFbB1zBXrkE0014GQabK5A_aJijr2nvajg9qS7Qj84O8zkZzvg,BlitzedDoom,NA1,4,PetUmbra,4,6,False
NA1_5202474026,XuVrQL2NQQRSSzjw_xEj_VCvIAgtpsD-w_7BZBXAplSAEdfcufPxWBIafE54EkYo3LUj88tNFZgOLA,falawfulz,NA1,,PetChoncc,5,3,True
NA1_5202474026,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,22,4,True
NA1_5202474026,MatiQrqzB3IMfFlbotRzzCXoKp9s1hYtyJnWI_rfVabzGbbpCfTj_napIiLj6KwDG1haYHq0wo-0LQ,Master Azeral,NA1,,PetChibiCaitlyn,1,1,True
NA1_5202474026,a6qsgOhgmKsFFnwxZRcI3K_snv19b8qPFinudq5zJhUdOtkpuy57rzGZy3SunxIMaOltZWkuLL3RXA,flowermuncher,6037,,PetTFTAvatar,4,5,False
NA1_5202474026,3bVtt7sTKawLyeIMeil47TGmaImKh_ymq1R42pi_vo77hfnN_dPOZpWOZAV-yAvUYUPc1nogtprLjQ,RonaldDreganOG,1010,,PetDSSquid,15,6,False
NA1_5202474026,sNwco-7nvMYG6xbVQ7L3yechr4-sYkNtMu8_P3JyHj1DtwN69Fw5HS-CAEpGCYxiIuDe52ph1_tZOQ,taffyleefubins,NA1,,PetUmbra,3,2,True
NA1_5202474026,QVSNbN7H5oJcl8pIm_Q7IvtYixhrMMl9Ptfbw-C8U1mAhZgH9R5wGbFPoBQit6A-NkIZ0dzK-0JBVw,AnoMolly42,AnoMo,,PetSennaBunny,37,8,False
NA1_5202474026,GGHXIhCYEoPn5M06YoWTIv3Y1G6M5rYezvMe378iK-NrOg_8KDXiy2ETHY9MwlUsavM-icttqtJWlA,addler74,NA1,,PetChibiZed,3,7,False
NA1_5193150984,A46LiXbwCKaZkcSlHYuEjcPV9PUafdbEqTcwBb267I04uVWTMPfGN1IgGRTxhyU7By-JomItYsHF-w,kidspade,NA1,,PetChibiVi,3,8,False
NA1_5193150984,ccRtSJ3_yFPduRJO6zpHnLnMJdhlU-14He_A6aiX9hlPLD_l__wM_CBVQWTh1WUjD0Mnk45JWZjCSg,KoiBaron,54636,,PetHextechBirb,6,2,True
NA1_5193150984,c0HHZI1I3aAP_JRUVj1nmxqs2o-DyIbjQJfMOZLscFGnP6B1RhqwZO_lyu90hL5ncDKq9ft5YQ_oTA,pixert,NA1,,PetChibiIrelia,1,1,True
NA1_5193150984,UzfW3JhYJpCHk6W6PKiCu0ewcGGCweruJin1utA8yH-bnjxt8xjJn3l7ZZE9IwfO5uUuK8ezfwMgTA,Hibakuska,NA1,,PetBaron,2,7,False
NA1_5193150984,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,2,4,True
NA1_5193150984,eDjRez5pHigExMkn3Y3J5h_PFNOTP3f3kqQLdFWqjhm5nim1y9G9C2iQ-iO5dTJLPq8E4K6kv0i99Q,PlatinumPenguin,8702,,PetTFTAvatar,4,3,True
NA1_5193150984,-Uj0lY3UfwmHPst9KysiYwJnRm7Hjtg6VvFAnjfAeIE1S2r6ZX612zTkY_28ODWwAvEz3rWRj5Uiag,FRISKYhousecat,NA1,,PetSmolKnifeDog,5,5,False
NA1_5193150984,nXkgnLKYb4poEkiXFFUHKGYaZfh7jrElsE-29pyQrkJpJ5OpKg-b6-DceIDZfB0s-QqIIjbB8fjNqA,ComfiAsu,21244,,PetSpiritFox,2,6,False
NA1_5179422096,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,1,PetScuttleCrab,3,7,False
NA1_5179422096,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,1,PetChibiMissFortune,11,8,False
NA1_5179422096,MK5edHqJdlN8LmHGPqYnOZkzV64cqz-sUKQQw6S9KUcYRh6JWclD2IvhPt01SHA45OkQEs98PGnJVw,NoFanMePlzReload,NA1,2,PetPiximander,1,3,True
NA1_5179422096,gI5c9NPbrd2NMmAgwaOFY-1xFHATVNRa7ReS8uS9SvoHXiCuT30zWg40jrhItxsopRxmYGQXVBRCpQ,HickunReload,NA1,2,PetChoncc,0,4,True
NA1_5179422096,EtkDBBPdK7ji5uL0FPM4iRQMCjBcmePLMxVyPND23yeu9V_M5pwuqZITD0OhRuvAV-BZQuYPNY3dYw,bam,bam2,3,PetPoroFluft,32,2,True
NA1_5179422096,z02sVnTVkZfvGKHKnNKlfCXjQQOsGBI8WMQP_SwCIxO4xTfdSD6XKyvIo_kAS0dN95S6YsDGJNxsuQ,Maximus,ghoul,3,PetChibiMorgana,6,1,True
NA1_5179422096,9GypPgpIfQ8Wy3aMT92hUEnkh9rNwolGLBJaGJDWaiET78lxsLOO8eDIgYpiPyVOYcidW9JqfPaifQ,MoonDrop,UwU,4,PetChibiSett,21,5,False
NA1_5179422096,lfX7vWD5_56TkVBx0ItST2imrVwfHk0uFTJWyEUvAk_1llto1vxvqsLGwUZ2FuesbCcloY0VRPhstw,Markuru,Fwop,4,PetChibiBlitzcrank,0,6,False
NA1_5182163006,_IO0bK7vi65k7wi_LeyXUnuy9avaG9QFgZURhP28rYtDtxbmib-zqpvX36ceF1B6pxSyzGgXm2vWKQ,Enderphor,NA1,1,PetTFTAvatar,2,6,False
NA1_5182163006,Y8WZbSF14O2afrSH2V78V1Bw70zuwAxs7l4yuGPisspXucm3EU0XhQJcJYugXHTHYOIIjVpl7RWRdg,EagleUSA,Skyaw,1,PetSennaBunny,8,5,False
NA1_5182163006,NLtaJXKew4qXH0VHHcK2I_xfEShJjgq-Kco67gKQKDWD7O68VjQVAOMq5eyK51mJxKCX-28qtBKi8w,SiLeNT NoiZz,NA1,2,PetChickenEggTart,1,2,True
NA1_5182163006,Aqk4TjQ0VXZewtuSmnAxK-hf3MyBnEJApA3DnlTtcV8Qk6REsAlwiZtJbEFoRBY79Vv4xx6q5dEzTw,firelinx,NA1,2,PetDuckbill,2,1,True
NA1_5182163006,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,3,PetScuttleCrab,0,3,True
NA1_5182163006,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,3,PetChibiMissFortune,0,4,True
NA1_5182163006,Nmi2YFstW1lNxLiSkZbQYN_eReGvJ5K5ZCY9qtnvY8YzJO_oS93QObkIUwmLKVvxZoVYQJf0BOOn3A,Bamster,0000,4,PetChibiIrelia,2,7,False
NA1_5182163006,jPK4ai--5HRuswgmT2kdSqzkpnx2dFxCRt7ljBIMuzF7ZFzUZkji7R1gjU9uL5Al_zmJPXXqY_OcSA,Mach,1234,4,PetChibiAshe,6,8,False
NA1_5198924430,hfNnHpGOMDZOLS-KKwhXw7933KRoouGxQDZ21s-l_RmU3SNGwg1MX535dWRm_8aL1CXyD0AC3V8bcQ,blu3monk3y1,NA1,,PetChoncc,69,6,False
NA1_5198924430,ksMa1XZmPu2sSp03CYIojBM4vL7c4SxgvhqlsYG7Bfct-gC65drPXwLjIpHfq_Co_fioHTzo3uOalg,Shiinzoro,NA1,,PetChibiCaitlyn,6,2,True
NA1_5198924430,lgzd6Mx0_a1VHd-3X0yoPwmLbBdAuluHVnvRrQqy3oA69E98oKPG59ZVIQCbf3GDH3-aIBhGFVnBBg,ChefGa404,NA1,,PetUmbra,5,1,True
NA1_5198924430,tC7Ot9pwqGI_-6-UdQKByqd0HivRIi-lE60kyRyiL4oVSi-THAmmcp45rtDHhXjbxBluGd7ttvsykA,Zeaxe,NA1,,PetQiyanaDog,3,8,False
NA1_5198924430,qw5vkej6c_jBPa8vrKEVPwepsvzoEpcDW9TnvCMcyK_6BKSjbi-uKRxD0oRQC46skb7rKc4w2Wz55w,Taytertot12,2952,,PetElegantDragon,18,7,False
NA1_5198924430,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,3,4,True
NA1_5198924430,lAbcC7IWo0wSchp_RX2sB_axDW35BAQ1TWgLOl-Wp_BPzgGb6SyQvKzqKbEPW7hsQQoZ8f-oVUPMgA,Manufckture,0000,,PetChibiCaitlyn,2,5,False
NA1_5198924430,WNT6neNNGDqZfxt-uSVylaM5GQCb82dOZnRPQa8kUiyuMPu7mRbxDOy4QsI0IuVgg2ni5AhLD2OPaA,GambitC137,2323,,PetChibiJinx,5,3,True
NA1_5181258496,hDUkRgqr3L0Qppzvz_XSAJPjwmfpR1xXDuiitMQiHBUIGIqCGxW-7j5RUYpVJtE9ZB_DGmuZeaqQ4A,QueefBeef,2213,1,PetTFTAvatar,0,4,True
NA1_5181258496,t3B2gZG_Dh0eWv2SlCbpvL5sfT-WwN23GFj5A4V9xtmBVnP767xjduwwTQczJ5EwZI1-wxc9va-neQ,wholesale,NA1,1,PetTFTAvatar,3,3,True
NA1_5181258496,ua6dUi516nN-PWkt9RCkt9ZP96lClrzPZjSXvCgx64g8Tn6cpbiFgQ-F4BTxWyH5-8lAC51Uh0ZFyA,Tweedle,NA1,2,PetChibiBlitzcrank,2,8,False
NA1_5181258496,styE4C0avjMw-iOVr6ePkub4ziXcvFqkPnbEWWWRGp9dcQ1cjRCtgmFy7IRHc3gUgyVQ3BFrF3QpqA,Burkenstein,NA1,2,PetChibiBlitzcrank,2,7,False
NA1_5181258496,roxz7joJHCOnI_IWZY8dOQ70gg_ExQh3yy37slraSP4LNnTsTOjBzVJ_XadkASvbSA4qyRZK5hwdjw,小熊软糖,2994,3,PetChibiLux,1,2,True
NA1_5181258496,uD3khAKdD9MBb6c_lHQerVVDce-uj0lLHFFIQwFK6Rxt3ap-15j1aorfx7Lqpvb5q4rqvW-pDO2qgg,孤独独孤嘟咕噜嗷呜将军,3544,3,PetStyleTwoWarwick,40,1,True
NA1_5181258496,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,4,PetScuttleCrab,4,5,False
NA1_5181258496,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,4,PetChibiMissFortune,41,6,False
NA1_5190424309,fkog0FxTjTQvO_atLqr2vq1CgiHqnGQZUCaoOk96o3aa4qUhW577AX5bgs39izskfozq_B-MFpPUdA,Dreesiboo,NA1,1,PetBaron,0,8,False
NA1_5190424309,4DvE8hwEy0Nr1LG4EwcPbHZA6o6v19pOwUBBLUXr3h-ENI08KZ4Th3inAbHT0tvFgJceFg7bfjsJOw,ColossalNips,NA69,1,PetPoro,1,7,False
NA1_5190424309,_fan-_MPA081b3jr0R1aAoh6xFI_Giq2NFWPWdG34NBYXX-uo_hcLv9PaPD1rXVsSeIy3RF8IRphAg,Zenitsu,Bark,2,PetChibiAshe,31,6,False
NA1_5190424309,_SSiLbMVX5wyrcNVoveBESxHbaj5w67kwsUbzXoY-wpUqzoaLKYe-it7Pn5anRXRn8LRmVHhCxfHAg,BODY,777,2,PetKoala,3,5,False
NA1_5190424309,DdNLJf_WIC2h_-H3cxj_T9DKZj_ehv8uA32oTf9DKZ5Uz8cRpw6XwkQS5q2QFrT-vvlr448GwMOV9w,OTP Blumpkins,NA1,3,PetScuttleCrab,1,2,True
NA1_5190424309,vGkjdPgNoCkUz8aWlXytCTyaNU9kOWXDydBSWGsD27J-FC9UUHqX7pFA08z1ky2yOkMHEB0Z-rDFkw,G00NIN,NA1,3,PetLeopardGecko,2,1,True
NA1_5190424309,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,4,PetScuttleCrab,0,3,True
NA1_5190424309,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,4,PetChibiMissFortune,6,4,True
NA1_5191522952,EsbOUZPbnsVll5Q_l0CyzQxp_YryZRma7ltQRVqm7FnCrSWq1DNvfL0ThlDMeTRW9d1xRNtx1XHAvg,Interactionisms,NA2,,PetSpiritFox,21,6,False
NA1_5191522952,fm_c_gogQTmsa6SgSgUfTa8ePs6o6leghOdsn4TBDAaqEVDnfFQMaa6YaNEka39cbRHO6DSIlFhXWQ,RGX Maverick,1340,,PetStyleTwoJinx,57,8,False
NA1_5191522952,v885DpmDDAPWvjMSBlucfXj7FT7cpamdJpqev2d4-s-3-WZo4_lxi3KT_xfw-NS0W38fnI1_Iu1HlA,Diana is bad,NA1,,PetPenguKnight,1,4,True
NA1_5191522952,Cedrni5oe3HtEEWQHGFdevTyNzZ4Q8jZgHr2ngft4cXvzgdGOkbV4Ewh2FMhhAoOM08GWtheEx_dwA,Seeking Failure,NA1,,PetSennaBunny,57,7,False
NA1_5191522952,fSzjoZhsC5Xxbn3fjUDAyHQHml6C528fYntqOdde2LkFcw41cMEQYshyffqGeLu5WP3Izz7cQ2AWdQ,zaxenburg,1010,,PetChibiCaitlyn,5,1,True
NA1_5191522952,oYZxqZxKwOVj-xGr5CiY-FOElACkLNlxHxwlf0LJD2aTkIuonrOUXJ5v81xWKUzInSRnqOhd_wvsJg,Xin Tiao,NA1,,PetChibiEkko,3,5,False
NA1_5191522952,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,,PetChibiMissFortune,5,2,True
NA1_5191522952,V_q6e-WjwFKMbWlRnS1R-11yvob2I9ByJmbvZNnT93DY-fCySiiD2p0XH9zH83u_CmSBxuMP7An3Cw,RainCaesar,NA1,,PetUmbra,2,3,True
NA1_5217511128,9z4v_cK2gwdEf7zPijm6vNmBi9XOLGhm4coe9NKZBq5Uucxqt7k0LldSjnz5zsXEJGiE-cBYLuN3Kg,bloom,iino,1,PetChibiYuumi,1,2,True
NA1_5217511128,t8sLiWu1XKRCvaUnAQPwY3HyAdHYow_RIsOJ1SUIxsBJNxpotvDHL9hFowYA6AkmJL3i56DMhjutTg,SolomonzSg,NA1,1,PetSmolKnifeDog,1,1,True
NA1_5217511128,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,2,PetScuttleCrab,0,4,True
NA1_5217511128,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,2,PetChibiMissFortune,2,3,True
NA1_5217511128,LWXNQpGncBvrA_DKnvnR0S43Rg2S5u4Rc05J1TzseTUr3PBGl-F2thFM3CIh0TeUHOJE6aTLtFYQvw,JuliBuli,NA1,3,PetChibiIrelia,4,6,False
NA1_5217511128,VI3CCIJs2JtTt3rbVwERQbrt7g5combimGEjNe5jR2u9DjZ-VDHH8Ryt0C4qhAg1ACmnPde_ZcO0zQ,Huy,iener,3,PetChibiSett,1,5,False
NA1_5217511128,eAVpzr3F-jE0F6oVZIqVWP1A0l6pctRLbVg5pAnYVQNvXBi3MUiYnNxjdI8Iqtlk1ny5nl6B7MK5Aw,ты меня расстал,8877,4,PetGargoyle,17,7,False
NA1_5217511128,rTDN4E6NKmpAMrFUKOBXxPKRqdc3fIqcfrZtsIOKlVg41Ec6-Mkqarr5I1ewSVeG_bMQ-FIWPEB6TQ,DeNayhorse,JAG,4,PetChibiAatrox,50,8,False
NA1_5205621874,GQZJTpNp8GZUCY1fLkEFquSaXmIzfIHy9qKQq4n7V_Ywh0mTRu4tRAdDFeFFbwxfPU3eYE1frw_aQQ,Stardust1255,NA1,,PetPoro,42,4,True
NA1_5205621874,t3Yj4sBbKFhqG2tii_r6udUPA9hkFDaUDhnuHNJb9YG_iEZ6wBDnnhoGu17Op3ZNDejApeR2icAxHA,ReptarFlex,NA1,,PetPenguKnight,31,8,False
NA1_5205621874,xU2CL8_PlMBUCx9zhl-hGBfXcj6qUcNE5f-HnKCKtLzYCLIBkbdh4POl0DpU3ZkMdxYisf5jNEAjIw,BrotherSweets,0961,,PetChibiZed,11,2,True
NA1_5205621874,x-fm_ieWXg34iEBgoR7g08YzBRBk7-21eLfIb0ws-BxNIZXnQUFpOetrcJOoLl-ENpFSg1ufJx-aeQ,SpiceNova,NA1,,PetVoidEye,79,5,False
NA1_5205621874,V93THX9OOGJ0fWqVEa9uKbpqCY1qFZPPBcb7ylvXsbrGpgx7zLW4ik9M2h4w63gWt1duN2eXqyzetw,PL132190,PL13,,PetDSSwordGuy,97,3,True
NA1_5205621874,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,7,1,True
NA1_5205621874,f3ajHpdE0b8IPgLR1BCYCWq8WCL8gNEijUufpZkTNK2gpmIhldmwh-kyqTl0LqOL_lib8KBC2XQdRw,Ohioman13,26981,,PetTFTAvatar,43,7,False
NA1_5205621874,EmWX3rqICpLkD-i9LCV2RLujA1Xygn-SvV7Hp0mai4hnkhcdffpnoU51sQapEwhgTIfY3SjFfimG3A,alittlestitious,hola,,PetTFTAvatar,4,6,False
NA1_5171694215,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,,PetBaron,5,1,True
NA1_5171694215,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,,PetChibiMissFortune,1,2,True
NA1_5171694215,S3ch1SOEhyCEmWMIdO4bUHNcGFVcFlCYoJLInwlRYO9TrLpTgNrb5HKcgicqPdEeOyYC_96nQM9kyg,prince,00001,,PetChibiAhri,49,6,False
NA1_5171694215,XnIfTCS_gOZjK6MSnPxtOl0ayYgNvNUOkUJ66To4ZDN96HqeubLF9io4NtqSZUOGTkewV66RW59_Zw,RubberDuckies,NA1,,PetChibiCaitlyn,32,4,True
NA1_5171694215,yLeg9c0hZlnx31L34FvhoI-vkz0wQ77CdBY7DrXVDSe7F0y268sYH3bWqLmVn-p_vUowDv4wyFVdCA,Bargako,NA1,,PetChoncc,2,3,True
NA1_5171694215,u1K1vs70ttgYXtQoJ93O5s3QR4FEJiHUjiCUy0ksRwgUigK6WPLp8fx6JoDT9FIQseDYhx2y_WMEuA,Shokos Ghost,NA1,,PetDSWhale,0,7,False
NA1_5171694215,7YgqEKDqN9B3ls4pp2ASh7XP-rFJoFnMqKjnegS5aS4DeG66plR9Fq1zt1KSZ4f9_GsbEhAkqgePmQ,ChocolatyChicken,NA1,,PetChibiAkali,27,8,False
NA1_5171694215,mvrBpk0GzrkE--NYTLYZcoUx-gI1By8gA8fyhmtZXcfUT0ffCBzFGDOqDwgPuOxNFffUKr57di9UBg,Jeblet123,balls,,PetChibiBlitzcrank,1,5,False
NA1_5204857313,hKJABTpbfhkc57iuxViRfOJ3_jl9F9v3xQHJdzaX1GZIV0i7UPvO6lOx2xFd4FEEFLVPnN6F9l4EJQ,saltyperch,NA1,,PetFenroar,3,5,False
NA1_5204857313,86lJFviRNfRyLUaI47hfaNhBA0_JBe8lYN8fyXv9BanOU9PlFWNpQ9U5N0HiRENOkco497cuGABdYQ,XD Scuffed XD,NA1,,PetChibiGwen,28,8,False
NA1_5204857313,Zamh6cdfxqaaDGQcGMByZxHakJmLfpZOBwCdz7jkkWfEyzIPbv6-4B7per1cazlc0TiVYDbytC_Yow,StuckStepLaner,NA1,,PetTFTAvatar,8,4,True
NA1_5204857313,Xd-wkcJ80YJ88bkJ8aJrVh5y99vNrNtWxComuvQHD8oNsuuHYMpb9A-ElOLCWghg5cjgEVIdyLL01w,defu,6468,,PetFairy,2,1,True
NA1_5204857313,xhE_aQ5IPAaSealez494XAl-i5vZxxsMmORnTFtKRc17H0NnqjZ3RvZUbroQxNy1nYGtJcrQU1dmBQ,ElPapiChulo,NA2,,PetChibiYuumi,2,2,True
NA1_5204857313,uNaKhwvOcoLL-fRiKRlS05eObXF0qUxFgpxdu2w8eHvQBiT0QB2aMkXqSLPvlcBn__Q9GvS3WMIlvw,Buy1TakeMe,NA1,,PetGriffin,59,6,False
NA1_5204857313,k7e33xartR4sJprQ_efzSBQbAtYWfteIOfS4ZvRzGUalY47JUTrHA38_yrsfMI9aflR3qSpkqwwibQ,Akainatu,NA1,,PetChibiVi,19,7,False
NA1_5204857313,CA_FWTVp20aWi76WolwIJNqAwE4uy-y1nNMbCvF1UDHmIjUU2oO0esflivuolO9vfYNCRSqdDeFnNg,oontz,NA1,,PetUmbra,45,3,True
NA1_5170801809,KmRJZYPtqrCBHzbdRbf18-tFH1j0i38LpmIsqPOWgEk4QJfDO_kOX7rg1oOJxMwlIi-UJGD5v-B3Fg,theMann13,NA1,1,PetSGShisa,0,7,False
NA1_5170801809,tXT2QuTYX14IYq76_pdjueJT2tLm65Oeugk-kd9Nn0wDvqiBR3PzsF9LoI90ZaOKN9D_DQOiCriLWQ,RAEge,NA1,1,PetChoncc,1,8,False
NA1_5170801809,ar5Y3BCJAAzdjUvBKjiBYp9B58UXW1mCumvtDq_0TUCM-jhXpoAoLJHvlki-7StjPE8SWqhD_rCPeQ,s1destep,1111,2,PetChoncc,1,3,True
NA1_5170801809,WyC4xs7kcY9vLE202QkgQuycrWYbZbxssBIkFYEcU3_CIicq5ckeupSD72mQzypjx0YGKnd5MPfLjA,SunimoD,NA1,2,PetStyleTwoJinx,1,4,True
NA1_5170801809,ioz2t03aJzfxZfuJkHH4FVIo2k-9N4mWpbFGmhkhufLZ96ifAS870rV8uFcm8JQzWeXAAy7XZPbxuw,PeachMannnn,NA1,3,PetChibiCaitlyn,8,2,True
NA1_5170801809,Hd9CyLKbUEtYk1Zm3gIrHunGcuhaz0iaqcQS1lfWe4MdKvB9gSLCQvUP66GarjpNODXL6u-c4N9jfQ,taNcccc,NA1,3,PetChibiYone,2,1,True
NA1_5170801809,DqNKF8vPZ9JKsUhKOQ39ijH2p3w660wHowxqnBPnihBgeHyj4Ws7LS9xlHm2lY9claiP_ztgZcDjDQ,PPG Rex,PPG,4,PetBaron,1,6,False
NA1_5170801809,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,4,PetChibiMissFortune,3,5,False
NA1_5194438712,5v0KrQI72SPxO8U0C6pqztIfR4qSofTdvgRr77zN6gG4_ohmvUFj90G8lkQ5hCLLRjnBOrBTEb_Q1A,syfjadur,sky,,PetChibiAkali,0,6,False
NA1_5194438712,pmB4hloTK2C77xOc2JPi7bB6X6Z4OSnjgidHB9uNA3iFgWDOmLBOrF0AQPIOdHDM8VN46XH0sjaGTg,CuddlyFeesh,NA1,,PetChibiLux,30,5,False
NA1_5194438712,7DOyVxDU-5GBuQV8gbfhXGZ92dRgKHNhs-c3B-5tRhpgfV95HiJDm1fDV87_7RptQ3GinQBPGIqw4Q,eznopped,NA1,,PetTFTAvatar,86,7,False
NA1_5194438712,B_1JnpITHlym9AXmqntSzIm_OqbnL_m0aGUG01IWQazRw-s_1AgrDsWwcAjMhxPaAVOBs1WxqyGrEQ,Elucidater,2004,,PetChibiOrianna,3,2,True
NA1_5194438712,0ntUOHhYN9LekX0wRMOvrTkOnsM_U6h5JpdymEZMq4nZcRYywOi4TX1sdp7mI1QgZYotDURumnuJ_Q,creamyjohnny,cream,,PetPoro,2,8,False
NA1_5194438712,vU--bnmRvHS9DGUDAoe1Hg3GRAWBP5bbBIuqXINXwRpdLxq4rtOCJySi-iTFItnM1JH2rqM4RAwRPg,Groovy Zilean,NA1,,PetDSWhale,23,4,True
NA1_5194438712,g8kACU5o300DG0e40OvY9qbjw4QNnk8QV5_OL-gDmpT8GcuM3XgkvV6siyqPCqUalYpFamUhR88Ahg,AquaB3ar,NA1,,PetChibiGwen,2,1,True
NA1_5194438712,YYZmpLUGntxc3Bj6CL5swa5-uwQwi502U3iYJI-WQCNncqXGwGgCEBtZqcSGsGJh6lwsQbXah5bWCw,PPG Mirotix,NA1,,PetChibiMissFortune,31,3,True
NA1_5203062106,w17wMb71onGsXa7CBqTpCiz__ZgLyDEmoYDaar4hGaeMPuIkcVarGz-Cw1YMp04ViiQuXDdFNxSs7g,hazefest09,NA1,,PetChibiJinx,2,6,False
NA1_5203062106,Z_e67g9WjJuKKK8qIB_MyfQmzuODDkELYwLv7843zsxDD0CbGn064-KVBx8Jt0cL7T1QtVmLQQ2VxQ,Chartog,NA1,,PetSGCat,16,5,False
NA1_5203062106,7WqsPDIZR0CfPUYFc0jEzOy57MstMi9-lJpxxH_us_dXIeAs45UpD8o-TfDIRRl0F8yFyhyLXt6GdA,4Mami2Illaoi0,8640,,PetPoro,13,3,True
NA1_5203062106,u6_WZthKAjGEq6En9bznQn5SdxwDFQVcQIXXnumUXqryrGPr-n-Sc0Kr3lG5NK-bhEnlRRdbgl21Vw,Mitchic,1999,,PetChoncc,5,2,True
